許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"內衛藥製字第016782號","""井田""癒創木酚甘油酯錠","GLYCERYL GUAIACOLATE TABLETS","圓形","","白","","直線","8","G","","https://mcp.fda.gov.tw/insert/shapeImg/793381b2-bf4f-447a-b736-612a705a3902_img_1?c=o"
"內衛藥製字第016799號","""井田""維他命Ｋ１錠","VITAMIN K1 TABLETS","圓形","","粉","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/ff30d3c3-3c0a-4070-b130-a34a15ea4feb_img_1?c=o"
"內衛藥製字第016929號","""井田""杏杏便膜衣錠","SHINSHINPEN F.C. TABLETS ""CHINTENG""","圓形","","綠","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/a460900d-64c6-4188-8388-b5e73873d6a6_img_1?c=o"
"衛部成製字第017220號","""國品""75%酒精殺菌乾洗手液","75% Ethanol Disinfection Solution ""G.P.""","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/1a3eba06-f949-4a67-8de2-82acb7f87ea3?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/4b5659a2-79d1-4fad-ae9e-f0f6f44de817?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/6824e7f9-6dc1-43d2-a73d-cef77a7d17c7?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e8836745-9d45-42a0-a7ae-f4ce2dd77c32?c=o"
"衛部成製字第017226號","如意浣腸液","Zoin Enema","液劑(包含糖漿用粉劑)","","透明;;;透明","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/46db710b-358d-4920-9f7a-6cd7adaeff39?c=o"
"衛部成製字第017227號","護盾液75%酒精液","Shield protection 75% alcohol hand sanitizer","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/5a345644-d7a9-4ece-91df-9df1ff0d5d63?c=o"
"衛部成製字第017228號","寶馬生漱口水","Parmason gargle solution","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/e12e0ddb-7dfa-4f9b-9eef-e45d3eaa41f6?c=o"
"衛部成輸字第001002號","安炎寧口內炎漱劑","Perioxidin Mouthwash","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/7db9f8f7-a382-411a-84fe-5535a6238184?c=o"
"衛部罕菌疫輸字第000022號","安來舒凍晶注射劑200單位","ELELYSO lyophilized powder for injection 200 units","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/a1ee8447-6d5a-472a-81d3-ed0ad8f1b39e?c=o"
"衛部罕菌疫輸字第000031號","磷平 20毫克注射液","CRYSVITA 20mg solution for injection","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/4171574a-dcff-4563-9c1c-ffca1a44a1ae?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/64fde80b-7725-4015-b80f-bc2d5daab114?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b489262c-d3ee-44ea-8ddd-7c173dc3bffb?c=o"
"衛部罕藥製字第000014號","芬必提500毫克錠","Phenbuty 500mg Tablets","橢圓形","","白","","無","17","S 500","","https://mcp.fda.gov.tw/insert/shapeImg/2b7e1ebc-2971-4d34-bdcb-483a6e264ee8?c=o"
"衛部罕藥製字第000019號","解銅 膠囊300毫克","MetaCu Capsules 300mg","膠囊","","白;;;白","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/a5b970e0-a7d7-40c3-a990-a4cf1ebc866e?c=o"
"衛部罕藥輸字第000038號","歐博捷膜衣錠14毫克","AUBAGIO film coated tablet 14 mg","五邊形","","藍","","無","7","14","","https://mcp.fda.gov.tw/insert/shapeImg/edd56450-37b8-4dab-b446-2a56dd1293e7?c=o"
"衛部罕藥輸字第000039號","泰福德膠囊120毫克","Tecfidera 120mg Gastro-resistant Hard Capsule","膠囊","","藍綠;;;白","","無","21","BG 12 120mg","","https://mcp.fda.gov.tw/insert/shapeImg/149a72b4-e006-465c-9ff9-8b3638c24d61_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/fac0a467-7d93-45d6-a42c-a51c3fbcc945?c=o"
"衛部罕藥輸字第000040號","泰福德膠囊240毫克","Tecfidera 240mg Gastro-resistant Hard Capsule","膠囊","","藍綠;;;藍綠","","無","21","BG 12 240mg","","https://mcp.fda.gov.tw/insert/shapeImg/6fe11704-b9c9-475e-91e6-d2c7b2954583?c=o"
"衛部罕藥輸字第000054號","酷立酸 膠囊250毫克","Cholbam 250mg","膠囊","","白;;;白","","無","22","250mg","ASK002","https://mcp.fda.gov.tw/insert/shapeImg/29a7d187-117b-472a-87b4-48ab26402eb4?c=o"
"衛部罕藥輸字第000055號","酷立酸 膠囊50毫克","Cholbam 50mg","膠囊","","紅;;;紅","","無","19","50mg","ASK001","https://mcp.fda.gov.tw/insert/shapeImg/6c241c50-c5f4-4bdb-a8f7-f8bc9d426a2e?c=o"
"衛部罕藥輸字第000064號","美芬太2毫克膜衣錠","Mayzent 2mg film coated tablets","圓形","","黃","","無","6.1","II","","https://mcp.fda.gov.tw/insert/shapeImg/721bb0e4-22e5-4cc7-b504-5708fce4efce?c=o"
"衛部菌疫輸字第001015號","舒肺樂凍晶注射劑","Nucala Powder for Solution for Injection","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/0b31cc2c-a3dc-4573-b966-f97fbd12f3c7?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/78b24a26-ace7-42eb-922b-226ba86ef514?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/adcf7ee9-de40-4a3d-9543-9eec09f6238b?c=o"
"衛部菌疫輸字第001074號","阿克立舌下錠12 SQ-HDM","Acarizax 12 SQ-HDM Oral Lyophilisate","圓形","","白","","無","13","","","https://mcp.fda.gov.tw/insert/shapeImg/8829e32e-1e0c-4735-b4fe-2936eab5277a?c=o"
"衛部菌疫輸字第001089號","癌吉清凍晶注射劑440毫克","Ogivri 440 mg","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/7b95eb1b-c8a1-4a7f-9b39-038eda592578?c=o"
"衛部菌疫輸字第001108號","福富血注射劑","Fulphila","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/0e25ce24-a9f1-4003-91d2-cf62d3bd6aea?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/847b316b-7601-485f-8143-1ad4925781a4?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/8ca4a5a7-5f27-4ccf-a100-994ccc8d8cea?c=o"
"衛部菌疫輸字第001136號","曲斯若凍晶注射劑440毫克","Trazimera Powder for Concentrate for Solution for infusion 440 mg","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/9538d815-b98c-4bd8-8bb8-fdad66d65164?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/bbbb2b55-86ca-4333-9342-0eee7030daa8?c=o"
"衛部菌疫輸字第001144號","舒肺樂注射劑100毫克/毫升","Nucala Solution for Injection 100mg/mL","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/00dfb781-e92e-44fc-8127-81cef2ce5083?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/0585a65b-4280-4fbe-8afc-b677c1bf6ed7?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/39c7702b-c10c-40ce-8f7a-1cfb3d158eed?c=o"
"衛部菌疫輸字第001150號","必思諾B型腦膜炎雙球菌疫苗","Bexsero Meningococcal Group B Vaccine","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/c14d75e2-ce93-44e5-9e56-da8931bd76d3?c=o"
"衛部菌疫輸字第001169號","瑞倍適錠3毫克","Rybelsus Tablets 3mg","橢圓形","","白","","無","13","novo","3","https://mcp.fda.gov.tw/insert/shapeImg/75694e71-7cc1-4cac-94c4-3ec0868608a5?c=o"
"衛部菌疫輸字第001170號","瑞倍適錠7毫克","Rybelsus Tablets 7mg","橢圓形","","白","","無","13","novo","7","https://mcp.fda.gov.tw/insert/shapeImg/9e7c4d7a-bdfe-4cc9-acc5-0dbf412709b2?c=o"
"衛部菌疫輸字第001171號","瑞倍適錠14毫克","Rybelsus Tablets 14mg","橢圓形","","白","","無","13","novo","14","https://mcp.fda.gov.tw/insert/shapeImg/b46be59b-e0db-4201-b856-28eea57a4b9c?c=o"
"衛部藥製字第058025號","特莫斯膠囊20毫克","Tamos Capsules 20mg","膠囊","","黃;;;白","","無","19","LP","605","https://mcp.fda.gov.tw/insert/shapeImg/3c27e0e4-4e35-46fc-af8c-7cf609863641_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b5b846ea-5119-42b8-a565-cf6e522c3a80?c=o"
"衛部藥製字第058027號","痛諾伏腸溶微粒膠囊10毫克","Painoff Enteric - Microencapsulated Capsule 10mg","膠囊","","藍;;;藍","","無","16","SW KEE","","https://mcp.fda.gov.tw/insert/shapeImg/4d12b086-0a99-4c95-866a-6b9ad72442e5?c=o"
"衛部藥製字第058046號","""信東""停菸戒菸薄荷片口含錠2毫克","Smokquit Mint Lozenges 2mg","圓形","","白","","無","16","ST 052","","https://mcp.fda.gov.tw/insert/shapeImg/95b595cc-3287-4a6f-b6be-7a8bd6332c0c?c=o"
"衛部藥製字第058047號","""信東""停菸戒菸薄荷片口含錠4毫克","Smokquit Mint Lozenges 4mg","圓形","","白","","無","16","ST 054","","https://mcp.fda.gov.tw/insert/shapeImg/c59fe52c-33f5-4224-8f30-68f6d4c9f178?c=o"
"衛部藥製字第058051號","百痛寧錠","Bytonlin Tablets","橢圓形","","白","","直線","17.0","SONG YU","","https://mcp.fda.gov.tw/insert/shapeImg/056d8f6f-ebb5-4948-945a-185b94138874?c=o"
"衛部藥製字第058064號","""十全""敵壓穩膜衣錠80毫克","Diyaval F.C. Tablets 80mg ""S.C.""","圓形","","橘","","直線","8","D25","","https://mcp.fda.gov.tw/insert/shapeImg/37cc2b7a-4e86-46cb-9aed-2aab64aae46e_img_1?c=o"
"衛部藥製字第058065號","多西20毫克/毫升單支注射液","Doce Injection 20mg/ml, 1ml/vial","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/ea1efcd2-3b5d-4519-8a54-d87988b58802?c=o"
"衛部藥製字第058071號","""信東""利控糖膜衣錠2/500毫克","Glimet F.C. Tablets 2/500mg","橢圓形","","白","","直線","16","ST 502","","https://mcp.fda.gov.tw/insert/shapeImg/9813abd7-be76-4ab1-be99-c0832152db97?c=o"
"衛部藥製字第058085號","""信東""利他穩膜衣錠160毫克","Divastan F.C. Tablets 160mg","橢圓形","","黃","","直線","14","S T","032","https://mcp.fda.gov.tw/insert/shapeImg/5d6728ea-e621-4123-94c9-ae888a5e7076?c=o"
"衛部藥製字第058091號","利甘平膜衣錠0.5毫克","Livepro F.C. Tablets 0.5mg","三角形","","白","","無","9.0","GBL","1119","https://mcp.fda.gov.tw/insert/shapeImg/3679ed6d-ebef-48c7-9ff2-2ba008b57341?c=o"
"衛部藥製字第058097號","若可麻注射劑10毫克/毫升","Rocuron Injection 10mg/ml","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/b75879cf-67a1-4a26-9ba3-32bb247a959a?c=o"
"衛部藥製字第058101號","""元宙""睡安寧膠囊","Goodnight Capsules ""Y.C.""","膠囊","","紫;;;粉","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/5172ddf2-93ec-46ab-804e-5c9a46109555_img_1?c=o"
"衛部藥製字第058113號","""元宙""鐵達血膠囊","Ferrin Capsules ""Y.C.""","膠囊","","黑;;;紅","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/807d1ef0-059d-405c-8892-fd726f848490_img_1?c=o"
"衛部藥製字第058117號","飄沛膜衣錠1毫克","Finas F.C. Tablets 1mg","圓形","","粉","","無","7","PM 093","","https://mcp.fda.gov.tw/insert/shapeImg/2e49a359-8d16-43ba-af73-ce11ffd59ee7_img_1?c=o"
"衛部藥製字第058121號","""信東""革理蔓錠4毫克","Glimaryl Tablets 4mg (Glimepiride)","橢圓形","","黃","","直線","10","S T","392","https://mcp.fda.gov.tw/insert/shapeImg/c322c23f-c02c-42d9-99bb-12e30d608743?c=o"
"衛部藥製字第058135號","利平靜錠2毫克","Ripam Tablets 2mg","圓形","","白","","十字","8","cBc 2","","https://mcp.fda.gov.tw/insert/shapeImg/82fb9e9f-5148-4d22-8da8-b195ecb901df_img_1?c=o"
"衛部藥製字第058138號","""應元""安妥錠40毫克","Atotine Tablets 40mg ""Y.Y.""","圓形","","黃","","直線","7","S01","","https://mcp.fda.gov.tw/insert/shapeImg/5f4dfc79-f1dd-4956-8628-97773844815a_img_1?c=o"
"衛部藥製字第058174號","""強生""服緒安膜衣錠3毫克","FLUPEN F.C. TABLETS 3MG ""JOHNSON""","圓形","","黃","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/74fe095b-de58-4710-a381-d2aaf2cdfd09?c=o"
"衛部藥製字第058181號","""台裕""樂心平膠囊30毫克","Lexinping Capsules 30mg ""Tai Yu""","膠囊","","藍;;;白","","無","17","","","https://mcp.fda.gov.tw/insert/shapeImg/f50507a3-c768-4991-ac5b-e59b2a00d587?c=o"
"衛部藥製字第058188號","穩瑩膜衣錠","Winpain F.C. Tablets","橢圓形","","黃","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/c1a23c05-a4bf-4b21-bec1-d5f9a3a757e5_img_1?c=o"
"衛部藥製字第058195號","""衛達""剛力士膜衣錠100毫克","Supergra F.C. Tablets 100mg ""Weidar""","四邊形","","藍","","直線","13","","","https://mcp.fda.gov.tw/insert/shapeImg/550e66cb-919d-4f35-8401-f6e48816629e?c=o"
"衛部藥製字第058197號","可速欣膜衣錠500毫克","Clarthrocin F.C. Tablets 500mg","橢圓形","","黃","","無","19","S","","https://mcp.fda.gov.tw/insert/shapeImg/fb81e8b0-b90d-4396-8f19-179853c323e6?c=o"
"衛部藥製字第058202號","咳治得軟膠囊100毫克","Zcough Soft Capsules 100mg","圓形","","透明","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/c4286bce-c343-4517-9468-55154485eb41?c=o"
"衛部藥製字第058203號","""信東""止潰腸溶膜衣錠20毫克","Rabe Enteric Film Coated Tablets 20mg","圓形","","黃","","無","7","ST","114","https://mcp.fda.gov.tw/insert/shapeImg/421ba189-ba6f-4318-855a-1e300ff5a75c?c=o"
"衛部藥製字第058220號","""明大""筋脉痛膠囊","StoPain Capsules ""M.T.""","膠囊","","藍;;;藍","","無","22","M T 179","StoPain","https://mcp.fda.gov.tw/insert/shapeImg/eb878496-8762-4f56-b4a0-e75217a57aac?c=o"
"衛部藥製字第058233號","憂散膜衣錠5毫克","Ubixa Film Coated Tablets 5mg","圓形","","白","","無","8","U02","5","https://mcp.fda.gov.tw/insert/shapeImg/64d98bf3-be79-4fbf-aa8f-b0fd1de66706?c=o"
"衛部藥製字第058234號","醫疼寧膜衣錠600毫克","EBY F.C. Tablets 600mg","橢圓形","","橘","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/2b0940d2-5be9-44f2-8581-6e518a6a7848?c=o"
"衛部藥製字第058235號","平壓妥膜衣錠300毫克","Bestan 300mg film-coated Tablets","橢圓形","","白","","直線","15","G L","2 1","https://mcp.fda.gov.tw/insert/shapeImg/a9b6fac6-984e-4638-8341-131c4144e77b?c=o"
"衛部藥製字第058237號","滋骨加強咀嚼錠","BIO-CAL PLUS Chewable Tablets","橢圓形","","粉","","直線","19","CA D","","https://mcp.fda.gov.tw/insert/shapeImg/613f6afc-7e39-4048-8b63-36e3a08a4040?c=o"
"衛部藥製字第058244號","""元宙""緩僵痛錠","Caridol Tablets ""Y.C.""","圓形","","白","","直線","10","Y C 001","","https://mcp.fda.gov.tw/insert/shapeImg/4a1ec5be-785f-4250-90be-9188f2ee41b6_img_1?c=o"
"衛部藥製字第058264號","肌背舒錠","HPS Tablets","橢圓形","","綠","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/076b14f2-c8e5-416a-af49-29ebb68eb0a2?c=o"
"衛部藥製字第058288號","癌微可膜衣錠100毫克","Ivic Film-Coated Tablets 100mg","橢圓形","","棕","","直線","16","IMA","","https://mcp.fda.gov.tw/insert/shapeImg/7ce5cb49-7947-4da4-971a-2d6ac3243c44?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/7eacc59b-a1cc-4308-938c-af6becbcf585?c=o"
"衛部藥製字第058295號","*","レトロゾール錠2.5mg「ケミフア」","","","","","無","","","",""
"衛部藥製字第058297號","佳髮美錠1毫克","Hair Renaissance B-1 Tablets 1mg","","","","","無","","","",""
"衛部藥製字第058313號","佳髮新錠20毫克","Hair Renaissance S Tablets 20mg","","","","","無","","","",""
"衛部藥製字第058320號","""豐田""怡菲錠25毫克","Eph Tablets 25mg ""Honten""","圓形","","綠","","無","7","H T","152","https://mcp.fda.gov.tw/insert/shapeImg/e8403b00-1b36-4099-9428-576ccdb7e464_img_1?c=o"
"衛部藥製字第058336號","易思坦膜衣錠20毫克","Escitalo F.C. Tablets 20mg","橢圓形","","白","","直線","13","S W","","https://mcp.fda.gov.tw/insert/shapeImg/02d39fee-01de-446f-8059-cfa977f7b1fd?c=o"
"衛部藥製字第058358號","""杏輝""后鮮膠囊120毫克","Queenxen Capsules 120mg ""Sinphar""","膠囊","","粉;;;粉","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/b2088190-54bc-4954-a962-1e6bb0f068af_img_1?c=o"
"衛部藥製字第058370號","易德壓悅膜衣錠10/160毫克","Exnortan F.C. Tablets 10/160mg","橢圓形","","黃","","直線","14","005","","https://mcp.fda.gov.tw/insert/shapeImg/9e44a080-7002-49b1-84e3-a728faf971c5?c=o"
"衛部藥製字第058378號","伊都勇膜衣錠100毫克","YTO F.C. Tablets 100mg","四邊形","","白","","直線","15","ytoyon 100","","https://mcp.fda.gov.tw/insert/shapeImg/5834f6bb-9214-4aff-b34d-9d3669f421ef?c=o"
"衛部藥製字第058385號","素保肝植物性膠囊","Livercom vegetable Capsules","膠囊","","紅;;;紅","","無","20","SP","111","https://mcp.fda.gov.tw/insert/shapeImg/9529ed99-d331-437c-8364-37fcd05fe996_img_1?c=o"
"衛部藥製字第058389號","循利寧膜衣錠","Shunlinin Film-Coated Tablets","圓形","","棕","","無","1","","","https://mcp.fda.gov.tw/insert/shapeImg/8f9543bc-b6e9-422f-872d-f390a2cd705b?c=o"
"衛部藥製字第058390號","""元宙""保益肝膠囊","Hepamarin Capsules ""Y.C.""","膠囊","","棕;;;紅","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/0fe739f4-26d6-4c0c-93fa-d3c46e13aace_img_1?c=o"
"衛部藥製字第058395號","解佳益2/0.5毫克舌下錠","Desud plus 2/0.5mg Sublingual Tablets","六邊形","","橘","","無","7","LP","77","https://mcp.fda.gov.tw/insert/shapeImg/160a8cc8-59dd-4a4d-be1e-94b831a811b0?c=o"
"衛部藥製字第058401號","清康膜衣錠20毫克","Lipikon F.C. Tablets 20mg","橢圓形","","白","","直線","13","S W","20","https://mcp.fda.gov.tw/insert/shapeImg/880754a9-da89-4480-8c73-445cd3f10aba?c=o"
"衛部藥製字第058402號","""華興""華喘嚀錠","Asthlax Tablets ""H.S.""","圓形","","白","","直線","8","C 3","","https://mcp.fda.gov.tw/insert/shapeImg/429e8101-e1e7-415e-9533-c16fbe822979_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/fca25054-6d88-4003-a288-89a34c37d923?c=o"
"衛部藥製字第058405號","""元宙""達美松錠","Limeson Tablets ""Y.C.""","圓形","","黃","","直線","7","A","","https://mcp.fda.gov.tw/insert/shapeImg/a848e858-cce6-46a9-bc71-d34e956b5ac5_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/a8797128-e10e-4a30-9960-a01998d8719a?c=o"
"衛部藥製字第058518號","""強生""信咳安膜衣錠20毫克","BENPRO F.C. TABLETS 20mg ""Johnson"" (Benproperine)","圓形","","黃","","無","7.2","","","https://mcp.fda.gov.tw/insert/shapeImg/271f9fb8-ecb9-4c3e-abac-9c285f3c8174?c=o"
"衛部藥製字第058536號","湘男美髮錠","Hair Renaissance B-2 Tablets","","","","","無","","","",""
"衛部藥製字第058540號","太捷信膠囊250毫克(奈諾沙星)","Taigexyn Capsule 250mg (Nemonoxacin)","膠囊","","藍;;;藍","","無","21","TG","250","https://mcp.fda.gov.tw/insert/shapeImg/1f1181ad-b0b4-4176-986c-d9bfb8d4a827?c=o"
"衛部藥製字第058543號","""強生""樂力靜錠0.5毫克","Lorazin Tablets 0.5mg ""Johnson""","圓形","","白","","直線","6.4","","","https://mcp.fda.gov.tw/insert/shapeImg/240db457-023e-4d3e-b323-3f69f2376b17?c=o"
"衛部藥製字第058545號","鈣易清膜衣錠25毫克","Cinaca F.C. Tablets 25mg","圓形","","綠","","無","8","AX 127","25","https://mcp.fda.gov.tw/insert/shapeImg/6b49b8f6-2d10-4fb2-8fdc-6c5e70cad336?c=o"
"衛部藥製字第058559號","安心平錠1毫克","Anxicam Tablets 1mg","圓形","","白","","十字","7","","","https://mcp.fda.gov.tw/insert/shapeImg/c7ec5cb4-bc4e-4e24-9de1-3a3f6d9d9e4c?c=o"
"衛部藥製字第058561號","安心平錠2毫克","Anxicam Tablets 2mg","圓形","","黃","","十字","7","","","https://mcp.fda.gov.tw/insert/shapeImg/1613dd1a-214c-45c1-82e5-a91c96fd6fc2?c=o"
"衛部藥製字第058567號","湘男新髮錠","Hair Renaissance Ai Tablets","","","","","無","","","",""
"衛部藥製字第058577號","痙痛錠10毫克(鹽酸待克明)","Soonan Tablets 10mg (Dicyclomine Hydrochloride)","圓形","","綠","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/d91fae34-5a43-4fa5-b402-2b2f0d463b0e?c=o"
"衛部藥製字第058581號","輝克特爾20毫克/毫升注射液","Phyxotere 20mg/mL Concentrate for solution for infusion","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/af2b447b-6a63-4e09-9f5a-743306b0a1cb?c=o"
"衛部藥製字第058586號","安瑞平錠20毫克","Aripizole Tablets 20mg","圓形","","白","","無","8","SW","20","https://mcp.fda.gov.tw/insert/shapeImg/c12920bf-1072-4b4b-b3de-4557016bd7dc?c=o"
"衛部藥製字第058592號","""元宙""肌痛弛錠","Reseden Tablets ""Y.C.""","圓形","","黃","","直線","9","","","https://mcp.fda.gov.tw/insert/shapeImg/675cbce0-4b8f-491f-a813-2df85148e3ab_img_1?c=o"
"衛部藥製字第058595號","拿百磷膠囊500毫克","NEPHOXIL Capsule 500 mg","膠囊","","棕;;;棕","","無","23.2","","NE26","https://mcp.fda.gov.tw/insert/shapeImg/fd140cc7-7749-44b3-815e-98e5d431f0b1_img_1?c=o"
"衛部藥製字第058598號","喜鼻樂膠囊","SUNBELOR CAPSULE","膠囊","","藍綠;;;白","","無","19.3","","","https://mcp.fda.gov.tw/insert/shapeImg/6c07efa4-2499-4161-b991-30805f4f911b?c=o"
"衛部藥製字第058604號","艾希克膜衣錠100毫克","Asaid film-coated Tablets 100mg","圓形","","白","","無","8.0","GL 22","","https://mcp.fda.gov.tw/insert/shapeImg/fbba7979-0c3c-42ce-8569-5d2ddeabf0a5?c=o"
"衛部藥製字第058618號","痙鬆錠10毫克","Spalex Tablets 10mg","圓形","","白","","直線","6.0","10 GL11","","https://mcp.fda.gov.tw/insert/shapeImg/607b1872-20d3-414a-aa46-b9042318a5c4?c=o"
"衛部藥製字第058622號","洛脂平膜衣錠5毫克","Rotlip film-coated Tablets 5mg","圓形","","黃","","無","7.0","GL14 5","無","https://mcp.fda.gov.tw/insert/shapeImg/459ea6fe-2454-4869-8e1a-7aeb33ddf72f?c=o"
